
BSSID, First time seen, Last time seen, Channel, Speed, Privacy, Power, # beacons, # data, LAN IP, ESSID
00:13:02:6C:5E:E2, 2006-10-18 11:31:14, 2006-10-18 11:52:57,  35,      796, 00:40:96:46:48:3D, tsunami                         
00:0E:35:39:1B:12, 2006-10-18 11:31:21, 2006-10-18 12:37:24,   1,     3265, 00:40:96:46:26:F1, tsunami                         
00:0C:41:C4:95:26, 2006-10-18 11:31:30, 2006-10-18 12:38:44,  35,    12722, 00:40:96:46:80:40, tsunami                         
00:13:02:A8:C7:B4, 2006-10-18 11:31:32, 2006-10-18 12:32:23,   1,     3115, 00:40:96:46:4C:09, tsunami                         
00:40:F4:C4:56:F0, 2006-10-18 11:31:38, 2006-10-18 12:26:27,  12,      566, 00:40:96:46:80:40, tsunami                         
00:C0:A8:AB:42:69, 2006-10-18 11:31:57, 2006-10-18 11:51:51,  20,      186, 00:40:96:46:4C:09, tsunami                         
00:90:4B:2D:D6:AB, 2006-10-18 11:32:11, 2006-10-18 11:59:45,  22,        2, 00:40:96:46:3B:32, tsunami                         
00:16:CF:27:33:9F, 2006-10-18 11:32:44, 2006-10-18 11:32:44,  16,        1, 00:40:96:46:54:CB, tsunami                         
00:14:A5:55:DD:D9, 2006-10-18 11:32:59, 2006-10-18 12:37:52,  24,      283, 00:40:96:46:4C:09, tsunami                         
00:11:F5:15:71:43, 2006-10-18 11:32:59, 2006-10-18 11:39:34,  35,       66, 00:15:E9:68:E2:5C,                                 
00:0E:35:32:0D:DD, 2006-10-18 11:33:15, 2006-10-18 12:11:50,  10,       99, 00:40:96:46:4C:09, tsunami                         
00:12:F0:01:C4:4C, 2006-10-18 11:33:15, 2006-10-18 12:38:34,  40,       15, 00:40:96:46:4C:09, tsunami                         
00:16:CF:55:9C:E8, 2006-10-18 11:36:14, 2006-10-18 12:12:03,  24,     4082, 00:40:96:46:48:3D, tsunami                         
00:16:6F:01:66:08, 2006-10-18 11:36:47, 2006-10-18 11:43:45,   1,       15, 00:09:5B:6A:43:28, Meyerhoff                       
00:17:F2:4D:8C:AE, 2006-10-18 11:38:50, 2006-10-18 11:41:29,  10,        9, 00:40:96:46:55:07, tsunami                         
00:14:A5:BB:74:DC, 2006-10-18 11:38:52, 2006-10-18 12:06:58,   5,        2, 00:40:96:46:3B:32, tsunami                         
00:13:02:21:5F:4D, 2006-10-18 11:39:15, 2006-10-18 11:48:02,  12,        7, 00:40:96:46:86:32, tsunami                         
00:14:A5:C8:20:6F, 2006-10-18 11:40:11, 2006-10-18 12:39:06,   1,     1087, 00:40:96:46:80:40, tsunami                         
